pregunta,row_id,numero,segmento,voto2,respuesta,codigos_asignados,definiciones_codigos,veredicto,observacion,codigos_sugeridos
q10,74,59897372646,Montevideo,FA,"Bueno, creo que sí porque el rol del policía se ha perdido hace muchísimos años, hablando como una persona de casi 50 años, en la autoridad que tenía el policía no era solamente de temor, sino era un respeto a la persona, a la institución, a su actividad y hoy se ha perdido todo, hoy ni siquiera los niños tienen respeto por las personas mayores, maestros y bueno el policía no solamente ha perdido sino que muchas veces su mirada al costado, su negocio, su involucrarse en los problemas han llevado a que sí, la corrupción ha afectado a la seguridad pública.",erosion_de_la_confianza_y_credibilidad; debilitamiento_operativo_y_del_estado_de_derecho,"erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector. | debilitamiento_operativo_y_del_estado_de_derecho = Debilitamiento Operativo y del Estado de Derecho: La idea de que si la ley no se aplica ""caiga quien caiga"", el sistema de seguridad deja de ser efectivo y se vuelve discrecional.",,,
q10,78,59893758549,Montevideo,FA,Creo que la autoridad de la policía se a perdido ya que se ha perdido el respeto en ella,erosion_de_la_confianza_y_credibilidad,"erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector.",,,
q10,82,59894590650,Montevideo,FA,Si hay corrupción que la hay hacen la vista gorda ejemplo cobran su precio en las bocas de droga para seguir de largo y dejarlos trabajar,connivencia_con_el_narcotrafico_bocas,"connivencia_con_el_narcotrafico_bocas = Connivencia con el Narcotráfico (Bocas): Percepción de que la policía ""mira para otro lado"", avisa sobre operativos o cobra ""cuotas"" a las bocas de droga para permitirles funcionar.",,,
q10,84,59891417951,Interior Frente Amplio,FA,Es algo de lo que se habla mucho pero no se atiende,debilitamiento_operativo_y_del_estado_de_derecho,"debilitamiento_operativo_y_del_estado_de_derecho = Debilitamiento Operativo y del Estado de Derecho: La idea de que si la ley no se aplica ""caiga quien caiga"", el sistema de seguridad deja de ser efectivo y se vuelve discrecional.",,,
q10,94,59898421631,Canelones,FA,Siendo la columna legal que respalda al ciudadano la corrupción afecta mucho al país y al MI,debilitamiento_operativo_y_del_estado_de_derecho; erosion_de_la_confianza_y_credibilidad,"debilitamiento_operativo_y_del_estado_de_derecho = Debilitamiento Operativo y del Estado de Derecho: La idea de que si la ley no se aplica ""caiga quien caiga"", el sistema de seguridad deja de ser efectivo y se vuelve discrecional. | erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector.",,,
q10,105,59899292716,Canelones,FA,Si un delincuente soborna a la policía para que miren a un costado eso afecta a toda la sociedad,connivencia_con_el_narcotrafico_bocas; erosion_de_la_confianza_y_credibilidad; debilitamiento_operativo_y_del_estado_de_derecho,"connivencia_con_el_narcotrafico_bocas = Connivencia con el Narcotráfico (Bocas): Percepción de que la policía ""mira para otro lado"", avisa sobre operativos o cobra ""cuotas"" a las bocas de droga para permitirles funcionar. | erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector. | debilitamiento_operativo_y_del_estado_de_derecho = Debilitamiento Operativo y del Estado de Derecho: La idea de que si la ley no se aplica ""caiga quien caiga"", el sistema de seguridad deja de ser efectivo y se vuelve discrecional.",,,
q10,116,59898717206,Interior Frente Amplio,FA,Y muchos delincuentes no caen aunque la policía este al tanto de quienes son... VECES MIRAN PARA OTRO LADO,connivencia_con_el_narcotrafico_bocas; erosion_de_la_confianza_y_credibilidad,"connivencia_con_el_narcotrafico_bocas = Connivencia con el Narcotráfico (Bocas): Percepción de que la policía ""mira para otro lado"", avisa sobre operativos o cobra ""cuotas"" a las bocas de droga para permitirles funcionar. | erosion_de_la_confianza_y_credibilidad = Erosión de la Confianza y Credibilidad: La corrupción genera un quiebre en la legitimidad de la institución, provocando que el ciudadano deje de denunciar o de ver al policía como un protector.",,,
q12,2,59891631498,Canelones,FA,Uso indebido de la información  falta de privacidad,uso_indebido_y_falta_de_control; privacidad_e_intimidad,"uso_indebido_y_falta_de_control = Uso Indebido y Falta de Control: Preocupación por quién maneja los datos, el posible hackeo de sistemas o la falta de transparencia y reglas claras en el uso de la información. | privacidad_e_intimidad = Privacidad e Intimidad: Temor a que la vigilancia constante invada la vida privada de los ciudadanos de bien o que el Estado ""espíe"" más allá de lo necesario.",,,
q12,22,59899022680,Interior Frente Amplio,FA,No me genera preocupación me genera tranquilidad,sin_preocupacion_apoyo_total,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria.",,,
q12,26,59899123469,Interior Coalición,CM,No  si no hay otra forma. Hay que adaptarse a las nuevas tecnologías.,sin_preocupacion_apoyo_total,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria.",,,
q12,28,59891916227,Montevideo,FA,"No, no es porque mucho que trabaja en el sector de la seguridad privada, todo lo que es tecnología, videovigilancia, cámaras, drones, ayuda, ayuda, ayuda hay mucho. El tema es que sea bien utilizada, que se utilice, que sea bien utilizada, pero creo que es una ayuda, pero vuelva a lo mismo, hay que utilizarla bien.",sin_preocupacion_apoyo_total; uso_indebido_y_falta_de_control,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria. | uso_indebido_y_falta_de_control = Uso Indebido y Falta de Control: Preocupación por quién maneja los datos, el posible hackeo de sistemas o la falta de transparencia y reglas claras en el uso de la información.",,,
q12,34,59898540831,Interior Frente Amplio,FA,No,aceptacion_quien_no_debe_no_teme,"aceptacion_quien_no_debe_no_teme = Aceptación: ""Quien no debe, no teme"": Postura de ausencia de preocupación basada en la conducta personal honesta; la vigilancia solo debería molestar al delincuente.",,,
q12,36,59898521539,Interior Frente Amplio,FA,Que las usen para invadir la privacidad y no como seguridad,privacidad_e_intimidad; uso_indebido_y_falta_de_control,"privacidad_e_intimidad = Privacidad e Intimidad: Temor a que la vigilancia constante invada la vida privada de los ciudadanos de bien o que el Estado ""espíe"" más allá de lo necesario. | uso_indebido_y_falta_de_control = Uso Indebido y Falta de Control: Preocupación por quién maneja los datos, el posible hackeo de sistemas o la falta de transparencia y reglas claras en el uso de la información.",,,
q12,42,59898426249,Interior Frente Amplio,FA,No  pienso que aparte del patrullaje estaría bueno tener cámaras y drones para vigilar los barrios más problemáticos he incluso para vigilar todos los que están con prisión domiciliaria que no cumplen y la policía mira para otro lado,sin_preocupacion_apoyo_total,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria.",,,
q12,48,59892655448,Montevideo,CM,"No, no me genera, lo que me genera preocupación es que no se utilicen porque en realidad hace poco me robaron en el local donde trabajo y el 9-11 no pudo hacer un seguimiento de por dónde se fue la persona que nos robó porque la cámara del Ministerio de Interior estaba tapada por la rama de un árbol, o sea, ni siquiera se fijan en las cámaras constantemente como para darse cuenta que esa cámara está tapada por un árbol, tiene que esperar a que pase algo para fijarse a ver si la cámara funciona, o sea, que más que no se usa como se debe de usar.",ineficacia_y_gasto_inutil,"ineficacia_y_gasto_inutil = Ineficacia y Gasto Inútil: Crítica a la tecnología como algo que ""no previene"" el delito, que falla técnicamente (cámaras rotas/tapadas) o que es solo un gasto burocrático.",,,
q12,49,59892046958,Interior Coalición,CM,No me genera por lo menos sabemos  que no hacer mal interpecion y el tenga culpa pague,aceptacion_quien_no_debe_no_teme,"aceptacion_quien_no_debe_no_teme = Aceptación: ""Quien no debe, no teme"": Postura de ausencia de preocupación basada en la conducta personal honesta; la vigilancia solo debería molestar al delincuente.",,,
q12,57,59898342010,Interior Coalición,CM,Ninguna siempre que sean bien usadas.,sin_preocupacion_apoyo_total,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria.",,,
q12,69,59899435002,Interior Coalición,CM,Creo que ya es tarde  se van ayudar en todas las rutas nacionales. Más control visible. Por ahora preocupación no. Espero se use correctamente.,sin_preocupacion_apoyo_total,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria.",,,
q12,70,59899569136,Interior Frente Amplio,FA,Ninguna todas bien,sin_preocupacion_apoyo_total,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria.",,,
q12,71,59894142245,Montevideo,FA,No lo se,ia_como_amenaza_desconocida,"ia_como_amenaza_desconocida = IA como Amenaza Desconocida: Desconfianza particular hacia la Inteligencia Artificial por encima de otras tecnologías, a menudo por considerarla una ""máquina"" sin criterio humano.",,,
q12,72,59895982676,Interior Coalición,CM,Ninguna,sin_preocupacion_apoyo_total,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria.",,,
q12,75,59899554334,Interior Frente Amplio,FA,Depende que uso le den. Esta en cada persona. nSi es para la seguridad de cada familia  está bien.,uso_indebido_y_falta_de_control,"uso_indebido_y_falta_de_control = Uso Indebido y Falta de Control: Preocupación por quién maneja los datos, el posible hackeo de sistemas o la falta de transparencia y reglas claras en el uso de la información.",,,
q12,77,59898430477,Interior Frente Amplio,FA,No si se usan de manera adecuada,sin_preocupacion_apoyo_total,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria.",,,
q12,89,59898857438,Canelones,FA,Estoy en que se dice SI NO DEBO NO TEMO,aceptacion_quien_no_debe_no_teme,"aceptacion_quien_no_debe_no_teme = Aceptación: ""Quien no debe, no teme"": Postura de ausencia de preocupación basada en la conducta personal honesta; la vigilancia solo debería molestar al delincuente.",,,
q12,90,59899059140,Canelones,CM,Ninguna! Es una forma de proteger a los funcionarios que con su uso  se exponen menos!!,sin_preocupacion_apoyo_total,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria.",,,
q12,92,59898198310,Canelones,CM,"La verdad, según yo que no soy un experto de tema, creo que son tecnologías que son postcrímenes, o sea, no previenen nada, la verdad. Nunca logran identificar a alguien, pocas veces, además que ya el que roba o el que hace un delito sabe cómo ocultarse, cómo que no le vean el rostro, qué sé yo. Me parece que si bien colabora en el postevento, no es algo... Me parece que hay otros temas primordiales a atacar antes que eso.",ineficacia_y_gasto_inutil,"ineficacia_y_gasto_inutil = Ineficacia y Gasto Inútil: Crítica a la tecnología como algo que ""no previene"" el delito, que falla técnicamente (cámaras rotas/tapadas) o que es solo un gasto burocrático.",,,
q12,93,59893758728,Canelones,CM,No para nada. Debe preocuparse el q anda en cosas raras,aceptacion_quien_no_debe_no_teme,"aceptacion_quien_no_debe_no_teme = Aceptación: ""Quien no debe, no teme"": Postura de ausencia de preocupación basada en la conducta personal honesta; la vigilancia solo debería molestar al delincuente.",,,
q12,98,59891312762,Canelones,FA,De acuerdo,sin_preocupacion_apoyo_total,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria.",,,
q12,104,59892941126,Interior Coalición,CM,Me parece bien que haiga cámaras monitoreando todo y crear pruebas,sin_preocupacion_apoyo_total,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria.",,,
q12,105,59899292716,Canelones,FA,No para nada me hacen sentir más seguro,sin_preocupacion_apoyo_total,"sin_preocupacion_apoyo_total = Sin Preocupación / Apoyo Total: Respuestas que ven la tecnología únicamente como una herramienta de ayuda, protección y modernización necesaria.",,,
q12,114,59899435455,Interior Frente Amplio,FA,"Bueno, lo de inteligencia artificial no me convence nada. Me parece que las cámaras de videovigilancia en este momento, por más que generen la idea de estar del panoptico aspantoso, sirven en el sentido de no tener que estar encima. Hay una conciencia de que hay unas cámaras de videovigilancia. Igualmente, vuelvo a repetir lo anterior, no vivo en Montevideo, vivo en un balneario en Maldonado. Acá no hay cámaras y no creo que la vayan a poner porque no hay casi luz. O sea que no hay casi iluminación en las calles y tampoco hay mucha necesidad, me parece, de tanto. Pero bueno, no sé, pensándolo genéricamente, eso, la inteligencia artificial no le daría ninguna tarea de seguridad ni de nada porque es una máquina. Y lo de las cámaras de videovigilancia me parece que puede ser una posibilidad. Las drones me parecen muy invasivos.",ia_como_amenaza_desconocida; privacidad_e_intimidad,"ia_como_amenaza_desconocida = IA como Amenaza Desconocida: Desconfianza particular hacia la Inteligencia Artificial por encima de otras tecnologías, a menudo por considerarla una ""máquina"" sin criterio humano. | privacidad_e_intimidad = Privacidad e Intimidad: Temor a que la vigilancia constante invada la vida privada de los ciudadanos de bien o que el Estado ""espíe"" más allá de lo necesario.",,,
